canonicalClubId,workbookId,displayName,league,templateKey,reason,reviewStatus
"ger2_holstein_kiel","ger2_holstein_kiel","荷尔斯泰因基尔","2. Bundesliga（18）","ROYAL_BLUE","深蓝或蓝白主视觉，归入 ROYAL_BLUE。","PRODUCT_APPROXIMATION"
"ger2_kaiserslautern","ger2_kaiserslautern","凯泽斯劳滕","2. Bundesliga（18）","RED_WHITE","红色主视觉、白色辅助，归入 RED_WHITE。","PRODUCT_APPROXIMATION"
"ger2_karlsruher_sc","ger2_karlsruher_sc","卡尔斯鲁厄","2. Bundesliga（18）","ROYAL_BLUE","深蓝或蓝白主视觉，归入 ROYAL_BLUE。","PRODUCT_APPROXIMATION"
"ger2_magdeburg","ger2_magdeburg","马格德堡","2. Bundesliga（18）","ROYAL_BLUE","深蓝或蓝白主视觉，归入 ROYAL_BLUE。","PRODUCT_APPROXIMATION"
"ger2_nurnberg","ger2_nurnberg","纽伦堡","2. Bundesliga（18）","RED_BLACK","红黑主视觉，归入 RED_BLACK。","PRODUCT_APPROXIMATION"
"ger2_energie_cottbus","ger2_energie_cottbus","科特布斯","2. Bundesliga（18）","RED_WHITE","红色主视觉、白色辅助，归入 RED_WHITE。","PRODUCT_APPROXIMATION"
"ger2_osnabruck","ger2_osnabruck","奥斯纳布吕克","2. Bundesliga（18）","PURPLE_PINK","紫色或粉色主视觉，归入 PURPLE_PINK。","PRODUCT_APPROXIMATION"
"fra_psg","fra1_paris_saint_germain","巴黎圣日耳曼","Ligue 1（18）","BLUE_RED","蓝红主视觉，归入 BLUE_RED。","PRODUCT_APPROXIMATION"
"fra_monaco","fra1_as_monaco","摩纳哥","Ligue 1（18）","RED_WHITE","红色主视觉、白色辅助，归入 RED_WHITE。","PRODUCT_APPROXIMATION"
"fra1_marseille","fra1_marseille","马赛","Ligue 1（18）","SKY_BLUE","天蓝主视觉，归入 SKY_BLUE。","PRODUCT_APPROXIMATION"
"fra1_olympique_lyonnais","fra1_olympique_lyonnais","里昂","Ligue 1（18）","ROYAL_BLUE","深蓝或蓝白主视觉，归入 ROYAL_BLUE。","PRODUCT_APPROXIMATION"
"fra1_brest","fra1_brest","布雷斯特","Ligue 1（18）","RED_WHITE","红色主视觉、白色辅助，归入 RED_WHITE。","PRODUCT_APPROXIMATION"
"fra1_lens","fra1_lens","朗斯","Ligue 1（18）","RED_GOLD","红黄或酒红金主视觉，归入 RED_GOLD。","PRODUCT_APPROXIMATION"
"fra_lille","fra1_lille","里尔","Ligue 1（18）","RED_WHITE","红色主视觉、白色辅助，归入 RED_WHITE。","PRODUCT_APPROXIMATION"
"fra1_nice","fra1_nice","尼斯","Ligue 1（18）","RED_BLACK","红黑主视觉，归入 RED_BLACK。","PRODUCT_APPROXIMATION"
"fra1_rennes","fra1_rennes","雷恩","Ligue 1（18）","RED_BLACK","红黑主视觉，归入 RED_BLACK。","PRODUCT_APPROXIMATION"
"fra_strasbourg","fra1_strasbourg","斯特拉斯堡","Ligue 1（18）","ROYAL_BLUE","深蓝或蓝白主视觉，归入 ROYAL_BLUE。","PRODUCT_APPROXIMATION"
"fra1_angers","fra1_angers","昂热","Ligue 1（18）","BLACK_WHITE","黑白或白色主视觉，归入 BLACK_WHITE。","PRODUCT_APPROXIMATION"
"fra1_auxerre","fra1_auxerre","欧塞尔","Ligue 1（18）","ROYAL_BLUE","深蓝或蓝白主视觉，归入 ROYAL_BLUE。","PRODUCT_APPROXIMATION"
"fra1_le_havre","fra1_le_havre","勒阿弗尔","Ligue 1（18）","SKY_BLUE","天蓝主视觉，归入 SKY_BLUE。","PRODUCT_APPROXIMATION"
"fra1_le_mans","fra1_le_mans","勒芒","Ligue 1（18）","RED_BLACK","红黑主视觉，归入 RED_BLACK。","PRODUCT_APPROXIMATION"
"fra1_lorient","fra1_lorient","洛里昂","Ligue 1（18）","ORANGE","橙色主视觉，归入 ORANGE。","PRODUCT_APPROXIMATION"
"fra1_paris_fc","fra1_paris_fc","巴黎FC","Ligue 1（18）","ROYAL_BLUE","深蓝或蓝白主视觉，归入 ROYAL_BLUE。","PRODUCT_APPROXIMATION"
"fra1_toulouse","fra1_toulouse","图卢兹","Ligue 1（18）","PURPLE_PINK","紫色或粉色主视觉，归入 PURPLE_PINK。","PRODUCT_APPROXIMATION"
"fra1_troyes","fra1_troyes","特鲁瓦","Ligue 1（18）","SKY_BLUE","天蓝主视觉，归入 SKY_BLUE。","PRODUCT_APPROXIMATION"
"fra2_metz","fra2_metz","梅斯","Ligue 2（18）","CLARET_BLUE","酒红与蓝色主视觉，归入 CLARET_BLUE。","PRODUCT_APPROXIMATION"
"fra2_montpellier","fra2_montpellier","蒙彼利埃","Ligue 2（18）","ROYAL_BLUE","深蓝或蓝白主视觉，归入 ROYAL_BLUE。","PRODUCT_APPROXIMATION"
"fra2_nantes","fra2_nantes","南特","Ligue 2（18）","GREEN_YELLOW","绿白或绿黄主视觉，归入 GREEN_YELLOW。","PRODUCT_APPROXIMATION"
"fra2_reims","fra2_reims","兰斯","Ligue 2（18）","RED_WHITE","红色主视觉、白色辅助，归入 RED_WHITE。","PRODUCT_APPROXIMATION"
"fra2_saint_etienne","fra2_saint_etienne","圣埃蒂安","Ligue 2（18）","GREEN_YELLOW","绿白或绿黄主视觉，归入 GREEN_YELLOW。","PRODUCT_APPROXIMATION"
"fra2_annecy","fra2_annecy","昂纳西","Ligue 2（18）","RED_WHITE","红色主视觉、白色辅助，归入 RED_WHITE。","PRODUCT_APPROXIMATION"
"fra2_clermont_foot","fra2_clermont_foot","克莱蒙","Ligue 2（18）","RED_WHITE","红色主视觉、白色辅助，归入 RED_WHITE。","PRODUCT_APPROXIMATION"
"fra2_dunkerque","fra2_dunkerque","敦刻尔克","Ligue 2（18）","ROYAL_BLUE","深蓝或蓝白主视觉，归入 ROYAL_BLUE。","PRODUCT_APPROXIMATION"
"fra2_grenoble","fra2_grenoble","格勒诺布尔","Ligue 2（18）","ROYAL_BLUE","深蓝或蓝白主视觉，归入 ROYAL_BLUE。","PRODUCT_APPROXIMATION"
"fra2_guingamp","fra2_guingamp","甘冈","Ligue 2（18）","RED_BLACK","红黑主视觉，归入 RED_BLACK。","PRODUCT_APPROXIMATION"
"fra2_laval","fra2_laval","拉瓦勒","Ligue 2（18）","RED_WHITE","红色主视觉、白色辅助，归入 RED_WHITE。","PRODUCT_APPROXIMATION"
"fra2_nancy","fra2_nancy","南锡","Ligue 2（18）","RED_WHITE","红色主视觉、白色辅助，归入 RED_WHITE。","PRODUCT_APPROXIMATION"
"fra2_pau","fra2_pau","波城","Ligue 2（18）","YELLOW_BLUE","黄蓝主视觉，归入 YELLOW_BLUE。","PRODUCT_APPROXIMATION"
"fra2_red_star","fra2_red_star","红星","Ligue 2（18）","GREEN_YELLOW","绿白或绿黄主视觉，归入 GREEN_YELLOW。","PRODUCT_APPROXIMATION"
"fra2_rodez","fra2_rodez","罗德兹","Ligue 2（18）","RED_GOLD","红黄或酒红金主视觉，归入 RED_GOLD。","PRODUCT_APPROXIMATION"
"fra2_sochaux","fra2_sochaux","索肖","Ligue 2（18）","YELLOW_BLUE","黄蓝主视觉，归入 YELLOW_BLUE。","PRODUCT_APPROXIMATION"
"fra2_boulogne","fra2_boulogne","布洛涅","Ligue 2（18）","RED_BLACK","红黑主视觉，归入 RED_BLACK。","PRODUCT_APPROXIMATION"
"fra2_dijon","fra2_dijon","第戎","Ligue 2（18）","RED_WHITE","红色主视觉、白色辅助，归入 RED_WHITE。","PRODUCT_APPROXIMATION"
"ned_ajax","ned1_ajax","阿贾克斯","Eredivisie（18）","RED_WHITE","红色主视觉、白色辅助，归入 RED_WHITE。","PRODUCT_APPROXIMATION"
"ned1_feyenoord","ned1_feyenoord","费耶诺德","Eredivisie（18）","RED_WHITE","红色主视觉、白色辅助，归入 RED_WHITE。","PRODUCT_APPROXIMATION"
"ned_psv","ned1_psv","埃因霍温","Eredivisie（18）","RED_WHITE","红色主视觉、白色辅助，归入 RED_WHITE。","PRODUCT_APPROXIMATION"
"ned1_az","ned1_az","阿尔克马尔","Eredivisie（18）","RED_WHITE","红色主视觉、白色辅助，归入 RED_WHITE。","PRODUCT_APPROXIMATION"
"ned1_nec","ned1_nec","奈梅亨","Eredivisie（18）","RED_BLACK","红黑主视觉，归入 RED_BLACK。","PRODUCT_APPROXIMATION"
"ned1_twente","ned1_twente","特温特","Eredivisie（18）","RED_WHITE","红色主视觉、白色辅助，归入 RED_WHITE。","PRODUCT_APPROXIMATION"
"ned1_utrecht","ned1_utrecht","乌德勒支","Eredivisie（18）","RED_WHITE","红色主视觉、白色辅助，归入 RED_WHITE。","PRODUCT_APPROXIMATION"
"ned1_ado_den_haag","ned1_ado_den_haag","海牙","Eredivisie（18）","GREEN_YELLOW","绿白或绿黄主视觉，归入 GREEN_YELLOW。","PRODUCT_APPROXIMATION"
"ned1_cambuur","ned1_cambuur","坎布尔","Eredivisie（18）","YELLOW_BLUE","黄蓝主视觉，归入 YELLOW_BLUE。","PRODUCT_APPROXIMATION"
"ned1_excelsior","ned1_excelsior","精英","Eredivisie（18）","RED_BLACK","红黑主视觉，归入 RED_BLACK。","PRODUCT_APPROXIMATION"
"ned1_fortuna_sittard","ned1_fortuna_sittard","福图纳锡塔德","Eredivisie（18）","GREEN_YELLOW","绿白或绿黄主视觉，归入 GREEN_YELLOW。","PRODUCT_APPROXIMATION"
"ned1_go_ahead_eagles","ned1_go_ahead_eagles","前进之鹰","Eredivisie（18）","RED_GOLD","红黄或酒红金主视觉，归入 RED_GOLD。","PRODUCT_APPROXIMATION"
"ned1_groningen","ned1_groningen","格罗宁根","Eredivisie（18）","GREEN_YELLOW","绿白或绿黄主视觉，归入 GREEN_YELLOW。","PRODUCT_APPROXIMATION"
"ned1_heerenveen","ned1_heerenveen","海伦芬","Eredivisie（18）","ROYAL_BLUE","深蓝或蓝白主视觉，归入 ROYAL_BLUE。","PRODUCT_APPROXIMATION"
"ned1_pec_zwolle","ned1_pec_zwolle","兹沃勒","Eredivisie（18）","ROYAL_BLUE","深蓝或蓝白主视觉，归入 ROYAL_BLUE。","PRODUCT_APPROXIMATION"
"ned1_sparta_rotterdam","ned1_sparta_rotterdam","鹿特丹斯巴达","Eredivisie（18）","RED_WHITE","红色主视觉、白色辅助，归入 RED_WHITE。","PRODUCT_APPROXIMATION"
"ned1_telstar","ned1_telstar","特尔斯达","Eredivisie（18）","ROYAL_BLUE","深蓝或蓝白主视觉，归入 ROYAL_BLUE。","PRODUCT_APPROXIMATION"
"ned1_willem_ii","ned1_willem_ii","威廉二世","Eredivisie（18）","RED_WHITE","红色主视觉、白色辅助，归入 RED_WHITE。","PRODUCT_APPROXIMATION"
"por_benfica","por1_benfica","本菲卡","Liga Portugal（18）","RED_WHITE","红色主视觉、白色辅助，归入 RED_WHITE。","PRODUCT_APPROXIMATION"
"por_porto","por1_fc_porto","波尔图","Liga Portugal（18）","ROYAL_BLUE","深蓝或蓝白主视觉，归入 ROYAL_BLUE。","PRODUCT_APPROXIMATION"
"por1_sporting_cp","por1_sporting_cp","葡萄牙体育","Liga Portugal（18）","GREEN_YELLOW","绿白或绿黄主视觉，归入 GREEN_YELLOW。","PRODUCT_APPROXIMATION"
"por1_braga","por1_braga","布拉加","Liga Portugal（18）","RED_WHITE","红色主视觉、白色辅助，归入 RED_WHITE。","PRODUCT_APPROXIMATION"
"por1_famalicao","por1_famalicao","法马利康","Liga Portugal（18）","ROYAL_BLUE","深蓝或蓝白主视觉，归入 ROYAL_BLUE。","PRODUCT_APPROXIMATION"
"por1_vitoria_sc","por1_vitoria_sc","吉马良斯","Liga Portugal（18）","BLACK_WHITE","黑白或白色主视觉，归入 BLACK_WHITE。","PRODUCT_APPROXIMATION"
"por1_academico_de_viseu","por1_academico_de_viseu","维塞乌学院","Liga Portugal（18）","ROYAL_BLUE","深蓝或蓝白主视觉，归入 ROYAL_BLUE。","PRODUCT_APPROXIMATION"
"por1_alverca","por1_alverca","阿尔维卡","Liga Portugal（18）","RED_WHITE","红色主视觉、白色辅助，归入 RED_WHITE。","PRODUCT_APPROXIMATION"
"por1_arouca","por1_arouca","阿罗卡","Liga Portugal（18）","YELLOW_BLUE","黄蓝主视觉，归入 YELLOW_BLUE。","PRODUCT_APPROXIMATION"
"por1_casa_pia","por1_casa_pia","卡萨皮亚","Liga Portugal（18）","BLACK_WHITE","黑白或白色主视觉，归入 BLACK_WHITE。","PRODUCT_APPROXIMATION"
"por1_estoril_praia","por1_estoril_praia","埃斯托里尔","Liga Portugal（18）","YELLOW_BLUE","黄蓝主视觉，归入 YELLOW_BLUE。","PRODUCT_APPROXIMATION"
"por1_estrela_da_amadora","por1_estrela_da_amadora","阿马多拉之星","Liga Portugal（18）","RED_WHITE","红色主视觉、白色辅助，归入 RED_WHITE。","PRODUCT_APPROXIMATION"
"por1_gil_vicente","por1_gil_vicente","吉维森特","Liga Portugal（18）","RED_WHITE","红色主视觉、白色辅助，归入 RED_WHITE。","PRODUCT_APPROXIMATION"
"por1_maritimo","por1_maritimo","马里迪莫","Liga Portugal（18）","GREEN_YELLOW","绿白或绿黄主视觉，归入 GREEN_YELLOW。","PRODUCT_APPROXIMATION"
"por1_moreirense","por1_moreirense","莫雷拉人","Liga Portugal（18）","GREEN_YELLOW","绿白或绿黄主视觉，归入 GREEN_YELLOW。","PRODUCT_APPROXIMATION"
"por1_nacional","por1_nacional","国民","Liga Portugal（18）","BLACK_WHITE","黑白或白色主视觉，归入 BLACK_WHITE。","PRODUCT_APPROXIMATION"
"por1_rio_ave","por1_rio_ave","里奥阿维","Liga Portugal（18）","GREEN_YELLOW","绿白或绿黄主视觉，归入 GREEN_YELLOW。","PRODUCT_APPROXIMATION"
"por1_santa_clara","por1_santa_clara","圣克拉拉","Liga Portugal（18）","RED_WHITE","红色主视觉、白色辅助，归入 RED_WHITE。","PRODUCT_APPROXIMATION"
"bel_anderlecht","bel1_anderlecht","安德莱赫特","Belgian Pro League（18）","PURPLE_PINK","紫色或粉色主视觉，归入 PURPLE_PINK。","PRODUCT_APPROXIMATION"
"bel_brugge","bel1_club_brugge","布鲁日","Belgian Pro League（18）","BLUE_BLACK","蓝黑主视觉，归入 BLUE_BLACK。","PRODUCT_APPROXIMATION"
"bel1_union_saint_gilloise","bel1_union_saint_gilloise","圣吉罗斯联合","Belgian Pro League（18）","YELLOW_BLUE","黄蓝主视觉，归入 YELLOW_BLUE。","PRODUCT_APPROXIMATION"
"bel1_antwerp","bel1_antwerp","安特卫普","Belgian Pro League（18）","RED_WHITE","红色主视觉、白色辅助，归入 RED_WHITE。","PRODUCT_APPROXIMATION"
"bel1_genk","bel1_genk","亨克","Belgian Pro League（18）","ROYAL_BLUE","深蓝或蓝白主视觉，归入 ROYAL_BLUE。","PRODUCT_APPROXIMATION"
"bel1_gent","bel1_gent","根特","Belgian Pro League（18）","ROYAL_BLUE","深蓝或蓝白主视觉，归入 ROYAL_BLUE。","PRODUCT_APPROXIMATION"
"bel1_cercle_brugge","bel1_cercle_brugge","色格拉布鲁日","Belgian Pro League（18）","GREEN_YELLOW","绿白或绿黄主视觉，归入 GREEN_YELLOW。","PRODUCT_APPROXIMATION"
"bel1_charleroi","bel1_charleroi","沙勒罗瓦","Belgian Pro League（18）","BLACK_WHITE","黑白或白色主视觉，归入 BLACK_WHITE。","PRODUCT_APPROXIMATION"
"bel1_kortrijk","bel1_kortrijk","科特赖克","Belgian Pro League（18）","RED_WHITE","红色主视觉、白色辅助，归入 RED_WHITE。","PRODUCT_APPROXIMATION"
"bel1_la_louviere","bel1_la_louviere","拉卢维耶尔","Belgian Pro League（18）","GREEN_YELLOW","绿白或绿黄主视觉，归入 GREEN_YELLOW。","PRODUCT_APPROXIMATION"
"bel1_lommel","bel1_lommel","洛默尔","Belgian Pro League（18）","GREEN_YELLOW","绿白或绿黄主视觉，归入 GREEN_YELLOW。","PRODUCT_APPROXIMATION"
"bel1_mechelen","bel1_mechelen","梅赫伦","Belgian Pro League（18）","RED_GOLD","红黄或酒红金主视觉，归入 RED_GOLD。","PRODUCT_APPROXIMATION"
"bel1_oh_leuven","bel1_oh_leuven","旧海弗莱鲁汶","Belgian Pro League（18）","ROYAL_BLUE","深蓝或蓝白主视觉，归入 ROYAL_BLUE。","PRODUCT_APPROXIMATION"
"bel1_sint_truiden","bel1_sint_truiden","圣图尔登","Belgian Pro League（18）","YELLOW_BLUE","黄蓝主视觉，归入 YELLOW_BLUE。","PRODUCT_APPROXIMATION"
"bel1_standard_liege","bel1_standard_liege","标准列日","Belgian Pro League（18）","RED_WHITE","红色主视觉、白色辅助，归入 RED_WHITE。","PRODUCT_APPROXIMATION"
"bel1_waasland_beveren","bel1_waasland_beveren","瓦斯兰贝弗伦","Belgian Pro League（18）","YELLOW_BLUE","黄蓝主视觉，归入 YELLOW_BLUE。","PRODUCT_APPROXIMATION"
"bel1_westerlo","bel1_westerlo","韦斯特洛","Belgian Pro League（18）","YELLOW_BLUE","黄蓝主视觉，归入 YELLOW_BLUE。","PRODUCT_APPROXIMATION"
"bel1_zulte_waregem","bel1_zulte_waregem","瓦勒海姆聚尔特","Belgian Pro League（18）","RED_WHITE","深红主视觉与白色大面积辅助优先；绿色作为被简化的第三色。","PRODUCT_APPROXIMATION"
"jpn1_cerezo_osaka","jpn1_cerezo_osaka","大阪樱花","J1 League（20）","PURPLE_PINK","紫色或粉色主视觉，归入 PURPLE_PINK。","PRODUCT_APPROXIMATION"
"jpn1_gamba_osaka","jpn1_gamba_osaka","大阪钢巴","J1 League（20）","ROYAL_BLUE","深蓝或蓝白主视觉，归入 ROYAL_BLUE。","PRODUCT_APPROXIMATION"
"jpn1_kashima_antlers","jpn1_kashima_antlers","鹿岛鹿角","J1 League（20）","RED_BLACK","红黑主视觉，归入 RED_BLACK。","PRODUCT_APPROXIMATION"
"jpn1_kashiwa_reysol","jpn1_kashiwa_reysol","柏太阳神","J1 League（20）","YELLOW_BLACK","黄黑主视觉，归入 YELLOW_BLACK。","PRODUCT_APPROXIMATION"
"jpn1_kawasaki_frontale","jpn1_kawasaki_frontale","川崎前锋","J1 League（20）","SKY_BLUE","天蓝主视觉，归入 SKY_BLUE。","PRODUCT_APPROXIMATION"
"jpn1_nagoya_grampus","jpn1_nagoya_grampus","名古屋鲸鱼","J1 League（20）","RED_BLACK","红黑主视觉，归入 RED_BLACK。","PRODUCT_APPROXIMATION"
"jpn1_sanfrecce_hiroshima","jpn1_sanfrecce_hiroshima","广岛三箭","J1 League（20）","PURPLE_PINK","紫色或粉色主视觉，归入 PURPLE_PINK。","PRODUCT_APPROXIMATION"
"jpn_urawa","jpn1_urawa_red_diamonds","浦和红钻","J1 League（20）","RED_WHITE","红色主视觉、白色辅助，归入 RED_WHITE。","PRODUCT_APPROXIMATION"
"jpn_vissel","jpn1_vissel_kobe","神户胜利船","J1 League（20）","RED_WHITE","红色主视觉、白色辅助，归入 RED_WHITE。","PRODUCT_APPROXIMATION"
"jpn1_yokohama_f_marinos","jpn1_yokohama_f_marinos","横滨水手","J1 League（20）","ROYAL_BLUE","深蓝或蓝白主视觉，归入 ROYAL_BLUE。","PRODUCT_APPROXIMATION"
"jpn1_avispa_fukuoka","jpn1_avispa_fukuoka","福冈黄蜂","J1 League（20）","ROYAL_BLUE","深蓝或蓝白主视觉，归入 ROYAL_BLUE。","PRODUCT_APPROXIMATION"
"jpn1_fc_tokyo","jpn1_fc_tokyo","东京FC","J1 League（20）","BLUE_RED","蓝红主视觉，归入 BLUE_RED。","PRODUCT_APPROXIMATION"
"jpn1_fagiano_okayama","jpn1_fagiano_okayama","冈山绿雉","J1 League（20）","RED_WHITE","红色主视觉、白色辅助，归入 RED_WHITE。","PRODUCT_APPROXIMATION"
"jpn1_jef_united_chiba","jpn1_jef_united_chiba","千叶市原","J1 League（20）","GREEN_YELLOW","绿白或绿黄主视觉，归入 GREEN_YELLOW。","PRODUCT_APPROXIMATION"
"jpn1_kyoto_sanga","jpn1_kyoto_sanga","京都不死鸟","J1 League（20）","PURPLE_PINK","紫色或粉色主视觉，归入 PURPLE_PINK。","PRODUCT_APPROXIMATION"
"jpn1_machida_zelvia","jpn1_machida_zelvia","町田泽维亚","J1 League（20）","ROYAL_BLUE","深蓝或蓝白主视觉，归入 ROYAL_BLUE。","PRODUCT_APPROXIMATION"
"jpn1_mito_hollyhock","jpn1_mito_hollyhock","水户蜀葵","J1 League（20）","ROYAL_BLUE","深蓝或蓝白主视觉，归入 ROYAL_BLUE。","PRODUCT_APPROXIMATION"
"jpn1_shimizu_s_pulse","jpn1_shimizu_s_pulse","清水心跳","J1 League（20）","ORANGE","橙色主视觉，归入 ORANGE。","PRODUCT_APPROXIMATION"
"jpn1_tokyo_verdy","jpn1_tokyo_verdy","东京绿茵","J1 League（20）","GREEN_YELLOW","绿白或绿黄主视觉，归入 GREEN_YELLOW。","PRODUCT_APPROXIMATION"
"jpn1_v_varen_nagasaki","jpn1_v_varen_nagasaki","长崎成功丸","J1 League（20）","ROYAL_BLUE","深蓝或蓝白主视觉，归入 ROYAL_BLUE。","PRODUCT_APPROXIMATION"
"kor1_fc_seoul","kor1_fc_seoul","首尔FC","K League 1（12）","RED_BLACK","红黑主视觉，归入 RED_BLACK。","PRODUCT_APPROXIMATION"
"kor_jeonbuk","kor1_jeonbuk_hyundai_motors","全北现代","K League 1（12）","GREEN_YELLOW","绿白或绿黄主视觉，归入 GREEN_YELLOW。","PRODUCT_APPROXIMATION"
"kor1_pohang_steelers","kor1_pohang_steelers","浦项制铁","K League 1（12）","RED_BLACK","红黑主视觉，归入 RED_BLACK。","PRODUCT_APPROXIMATION"
"kor_ulsan","kor1_ulsan_hd","蔚山HD","K League 1（12）","SKY_BLUE","天蓝主视觉，归入 SKY_BLUE。","PRODUCT_APPROXIMATION"
"kor1_bucheon_fc_1995","kor1_bucheon_fc_1995","富川FC1995","K League 1（12）","RED_BLACK","红黑主视觉，归入 RED_BLACK。","PRODUCT_APPROXIMATION"
"kor1_daejeon_hana_citizen","kor1_daejeon_hana_citizen","大田韩亚市民","K League 1（12）","PURPLE_PINK","紫色或粉色主视觉，归入 PURPLE_PINK。","PRODUCT_APPROXIMATION"
"kor1_fc_anyang","kor1_fc_anyang","安养FC","K League 1（12）","PURPLE_PINK","紫色或粉色主视觉，归入 PURPLE_PINK。","PRODUCT_APPROXIMATION"
"kor1_gangwon_fc","kor1_gangwon_fc","江原FC","K League 1（12）","ORANGE","橙色主视觉，归入 ORANGE。","PRODUCT_APPROXIMATION"
"kor1_gimcheon_sangmu","kor1_gimcheon_sangmu","金泉尚武","K League 1（12）","RED_WHITE","红色主视觉、白色辅助，归入 RED_WHITE。","PRODUCT_APPROXIMATION"
"kor1_gwangju_fc","kor1_gwangju_fc","光州FC","K League 1（12）","RED_WHITE","红色主视觉、白色辅助，归入 RED_WHITE。","PRODUCT_APPROXIMATION"
"kor1_incheon_united","kor1_incheon_united","仁川联","K League 1（12）","ROYAL_BLUE","深蓝或蓝白主视觉，归入 ROYAL_BLUE。","PRODUCT_APPROXIMATION"
"kor1_jeju_sk","kor1_jeju_sk","济州SK","K League 1（12）","ORANGE","橙色主视觉，归入 ORANGE。","PRODUCT_APPROXIMATION"
"bra_flamengo","bra1_flamengo","弗拉门戈","Campeonato Brasileiro Série A（20）","RED_BLACK","红黑主视觉，归入 RED_BLACK。","PRODUCT_APPROXIMATION"
"bra_palmeiras","bra1_palmeiras","帕尔梅拉斯","Campeonato Brasileiro Série A（20）","GREEN_YELLOW","绿白或绿黄主视觉，归入 GREEN_YELLOW。","PRODUCT_APPROXIMATION"
"bra1_atletico_mineiro","bra1_atletico_mineiro","米内罗竞技","Campeonato Brasileiro Série A（20）","BLACK_WHITE","黑白或白色主视觉，归入 BLACK_WHITE。","PRODUCT_APPROXIMATION"
"bra1_botafogo","bra1_botafogo","博塔弗戈","Campeonato Brasileiro Série A（20）","BLACK_WHITE","黑白或白色主视觉，归入 BLACK_WHITE。","PRODUCT_APPROXIMATION"
"bra1_corinthians","bra1_corinthians","科林蒂安","Campeonato Brasileiro Série A（20）","BLACK_WHITE","黑白或白色主视觉，归入 BLACK_WHITE。","PRODUCT_APPROXIMATION"
"bra1_cruzeiro","bra1_cruzeiro","克鲁塞罗","Campeonato Brasileiro Série A（20）","SKY_BLUE","天蓝主视觉，归入 SKY_BLUE。","PRODUCT_APPROXIMATION"
"bra1_fluminense","bra1_fluminense","弗鲁米嫩塞","Campeonato Brasileiro Série A（20）","CLARET_BLUE","传统酒红、绿色、白色三色中，产品模板优先保留更独特的酒红主身份；接受辅助色近似。","PRODUCT_APPROXIMATION"
"bra1_gremio","bra1_gremio","格雷米奥","Campeonato Brasileiro Série A（20）","SKY_BLUE","天蓝主视觉，归入 SKY_BLUE。","PRODUCT_APPROXIMATION"
"bra1_internacional","bra1_internacional","巴西国际","Campeonato Brasileiro Série A（20）","RED_WHITE","红色主视觉、白色辅助，归入 RED_WHITE。","PRODUCT_APPROXIMATION"
"bra1_santos","bra1_santos","桑托斯","Campeonato Brasileiro Série A（20）","BLACK_WHITE","黑白或白色主视觉，归入 BLACK_WHITE。","PRODUCT_APPROXIMATION"
"bra1_sao_paulo","bra1_sao_paulo","圣保罗","Campeonato Brasileiro Série A（20）","RED_WHITE","红色主视觉、白色辅助，归入 RED_WHITE。","PRODUCT_APPROXIMATION"
"bra1_vasco_da_gama","bra1_vasco_da_gama","瓦斯科达伽马","Campeonato Brasileiro Série A（20）","BLACK_WHITE","黑白或白色主视觉，归入 BLACK_WHITE。","PRODUCT_APPROXIMATION"
"bra1_athletico_paranaense","bra1_athletico_paranaense","巴拉纳竞技","Campeonato Brasileiro Série A（20）","RED_BLACK","红黑主视觉，归入 RED_BLACK。","PRODUCT_APPROXIMATION"
"bra1_bahia","bra1_bahia","巴伊亚","Campeonato Brasileiro Série A（20）","BLUE_RED","蓝红主视觉，归入 BLUE_RED。","PRODUCT_APPROXIMATION"
"bra1_chapecoense","bra1_chapecoense","沙佩科恩斯","Campeonato Brasileiro Série A（20）","GREEN_YELLOW","绿白或绿黄主视觉，归入 GREEN_YELLOW。","PRODUCT_APPROXIMATION"
"bra1_coritiba","bra1_coritiba","科里蒂巴","Campeonato Brasileiro Série A（20）","GREEN_YELLOW","绿白或绿黄主视觉，归入 GREEN_YELLOW。","PRODUCT_APPROXIMATION"
"bra1_mirassol","bra1_mirassol","米拉索尔","Campeonato Brasileiro Série A（20）","YELLOW_BLUE","黄蓝主视觉，归入 YELLOW_BLUE。","PRODUCT_APPROXIMATION"
"bra1_red_bull_bragantino","bra1_red_bull_bragantino","布拉干蒂诺红牛","Campeonato Brasileiro Série A（20）","RED_WHITE","红色主视觉、白色辅助，归入 RED_WHITE。","PRODUCT_APPROXIMATION"
"bra1_remo","bra1_remo","雷莫","Campeonato Brasileiro Série A（20）","ROYAL_BLUE","深蓝或蓝白主视觉，归入 ROYAL_BLUE。","PRODUCT_APPROXIMATION"
"bra1_vitoria","bra1_vitoria","维多利亚","Campeonato Brasileiro Série A（20）","RED_BLACK","红黑主视觉，归入 RED_BLACK。","PRODUCT_APPROXIMATION"
"arg_boca","arg1_boca_juniors","博卡青年","Liga Profesional（30）","YELLOW_BLUE","黄蓝主视觉，归入 YELLOW_BLUE。","PRODUCT_APPROXIMATION"
"arg_river","arg1_river_plate","河床","Liga Profesional（30）","RED_WHITE","红色主视觉、白色辅助，归入 RED_WHITE。","PRODUCT_APPROXIMATION"
"arg1_estudiantes_de_la_plata","arg1_estudiantes_de_la_plata","拉普拉塔大学生","Liga Profesional（30）","RED_WHITE","红色主视觉、白色辅助，归入 RED_WHITE。","PRODUCT_APPROXIMATION"
